"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2018",10.34,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",13.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2017",31.61,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2017",11.59,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2017",14.44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2017",33.68,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2017",11.95,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2017",12.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2017",27.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2017",11.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",15.42,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2016",36.61,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2016",12.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2016",16.14,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2016",37.69,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2016",13.37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2016",14.47,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2016",34.84,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2016",12.44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",17.19,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2015",39.98,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2015",14.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2015",17.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2015",39.53,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2015",13.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2015",17.12,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2015",40.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2015",14.68,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",18.05,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2014",39.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2014",15.23,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2014",19.91,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2014",43.61,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2014",16.37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2014",15.52,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2014",32.81,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2014",13.72,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",15.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2013",31.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2013",13.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2013",17.76,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2013",33.65,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2013",15.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2013",13.44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2013",27.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2013",11.93,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands Antilles","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",13.03,,,,"Data reference period: October | Geographical coverage: Main city or metropolitan area | Population coverage: Excluding institutional population"
"Netherlands Antilles","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2013",10.48,,,,"Data reference period: October | Geographical coverage: Main city or metropolitan area | Population coverage: Excluding institutional population"
"Netherlands Antilles","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2013",15.38,,,,"Data reference period: October | Geographical coverage: Main city or metropolitan area | Population coverage: Excluding institutional population"
